"external"	"data_type"	"year_"	"ID"	"UL"	"UR"	"LL"	"LR"	"sex"	"lat"	"lon"	"caught_time"	"dead"
1	"survey_plot"	2018	"245125932"	"Y"	NA	"LB,M"	"Y,O"	"M"	-2082674.14069627	4863.76367012017	2018-07-09 16:00:00	0
1	"survey_plot"	2018	"245125933"	"Y"	NA	"LB,M"	"R,DG"	"M"	-2082857.57779576	4718.30557484297	2018-07-09 15:25:00	0
1	"survey_plot"	2018	"245125934"	"Y"	NA	"LB,M"	"R,Y"	"M"	-2083141.77125792	4950.29145172566	2018-07-09 14:15:00	0
1	"survey_plot"	2018	"245125936"	"Y"	NA	"LB,M"	"O,DG"	"M"	-2081997.53918589	4311.03822713929	2018-07-06 14:53:00	0
1	"survey_plot"	2018	"245125937"	"Y"	NA	"LB,M"	"R,LB"	"M"	-2081949.64967033	4317.59257519177	2018-07-06 14:32:00	0
1	"survey_plot"	2018	"245125940"	"Y"	NA	"M"	"O,R,Y"	"M"	-2084411.41043141	2873.29514100257	2018-06-24 16:38:00	0
1	"survey_plot"	2018	"245125941"	"Y"	NA	"M"	"O,R,LB"	"M"	-2084309.727308	2913.12118951163	2018-06-24 12:30:00	0
1	"survey_plot"	2019	"245125953"	"M"	NA	"Y"	"O,DG,R"	"M"	-2082667.72347075	4602.49696105749	2019-06-23 14:20:00	0
1	"survey_plot"	2019	"245125954"	"M"	NA	"Y"	"O,DG,LB"	"M"	-2082619.10089355	4684.53766463632	2019-06-23 14:50:00	0
1	"survey_plot"	2019	"245125955"	"M"	NA	"Y"	"O,DG,Y"	"M"	-2082682.21564441	4570.54112974093	2019-06-23 16:30:00	0
1	"survey_plot"	2019	"245125956"	"M"	NA	"Y"	"R,O,R"	"M"	-2082883.4946436	4604.79146238964	2019-06-23 17:10:00	0
1	"survey_plot"	2018	"245125960"	"Y"	NA	"M"	"LB,O,R"	"M"	-2080380.69796374	2817.32129810405	2018-07-11 11:24:00	0
1	"survey_plot"	2018	"245125961"	"Y"	NA	"M"	"R,DG,Y"	"M"	-2080475.90759728	2589.72944322651	2018-07-10 11:45:00	0
1	"survey_plot"	2018	"245125962"	"Y"	NA	"M"	"R,DG,LB"	"M"	-2080482.71623126	2517.1551550171	2018-07-10 11:15:00	0
1	"survey_plot"	2018	"245125963"	"Y"	NA	"M"	"R,DG,R"	"M"	-2080308.61840842	2699.7713032879	2018-07-06 15:05:00	0
1	"survey_plot"	2018	"245125964"	"Y"	NA	"M"	"R,Y,DG"	"M"	-2080468.50020219	2464.50196352604	2018-07-06 13:35:00	0
1	"survey_plot"	2018	"245125966"	"Y"	NA	"M"	"R,Y,LB"	"M"	-2080600.43940136	2406.47794923012	2018-07-06 11:30:00	0
1	"survey_plot"	2018	"245125968"	"Y"	NA	"M"	"R,DG,O"	"M"	-2080351.72416205	2484.30878238041	2018-07-05 17:25:00	0
1	"survey_plot"	2018	"245125970"	"Y"	NA	"M"	"R,Y,R"	"M"	-2080696.07502895	2506.33082187855	2018-07-05 15:13:00	0
1	"survey_plot"	2018	"245140301"	"Y"	NA	"M"	"DG,O,DG"	"M"	-2079017.88227446	-1629.4368777854	2018-06-21 17:05:00	0
1	"survey_plot"	2018	"245140302"	"Y"	NA	"M"	"O,DG,O"	"M"	-2078540.49415138	-1962.85290978412	2018-06-23 12:00:00	0
1	"survey_plot"	2018	"245140303"	"Y"	NA	"M"	"O,DG,R"	"M"	-2078492.78238611	-1777.92664285791	2018-06-23 12:44:00	0
1	"survey_plot"	2018	"245140304"	"Y"	NA	"M"	"O,DG,LB"	"M"	-2079484.51652591	-868.880811314439	2018-06-23 18:50:00	0
1	"survey_plot"	2018	"245140305"	"Y"	NA	"M"	"O,DG,Y"	"M"	-2079935.66485709	-605.957106020885	2018-06-23 20:12:00	0
1	"survey_plot"	2018	"245140306"	"Y"	NA	"M"	"R,O,R"	"M"	-2078275.36455541	-1613.35752789323	2018-06-24 17:40:00	0
1	"survey_plot"	2018	"245140307"	"Y"	NA	"M"	"R,O,LB"	"M"	-2078455.73818589	-1875.31564990394	2018-06-24 18:26:00	0
1	"survey_plot"	2018	"245140308"	"Y"	NA	"M"	"R,O,Y"	"M"	-2078496.92336098	-1845.46177634042	2018-06-24 19:05:00	0
1	"survey_plot"	2018	"245140309"	"Y"	NA	"M"	"R,O,DG"	"M"	-2078439.79914442	-1852.606848425	2018-06-24 20:00:00	0
1	"survey_plot"	2018	"245140312"	"Y"	NA	"Y,M"	"DG,LB"	"M"	-2084623.03042531	2898.01432182262	2018-07-01 18:20:00	0
1	"survey_plot"	2018	"245140313"	"Y"	NA	"Y,M"	"DG,Y"	"M"	-2084284.14166591	2570.04635805896	2018-07-01 20:37:00	0
1	"survey_plot"	2018	"245140315"	"Y"	NA	"DG,M"	"O,R"	"M"	-2084524.35373898	2569.23226732011	2018-07-01 21:44:00	0
1	"survey_plot"	2018	"245140316"	"Y"	NA	"DG,M"	"O,LB"	"M"	-2084648.59956359	2616.57539446119	2018-07-01 22:20:00	0
1	"survey_plot"	2018	"245140322"	"Y"	NA	"DG,M"	"O,Y"	"M"	-2084630.85198883	2702.6047288933	2018-07-11 13:28:00	0
1	"survey_plot"	2019	"245140330"	"M"	NA	"Y"	"LB,R,Y"	"M"	-2080489.46816256	2350.00161980261	2019-06-27 15:06:00	0
1	"survey_plot"	2019	"245140331"	"M"	NA	"Y"	"LB,R,DG"	"M"	-2080343.06987386	2326.9616610193	2019-06-27 16:46:00	0
1	"survey_plot"	2019	"245140332"	"M"	NA	"Y"	"LB,Y,O"	"M"	-2084295.91291796	2741.72559139968	2019-06-28 11:35:00	0
1	"survey_plot"	2019	"245140336"	"M"	NA	"Y"	"LB,Y,R"	"M"	-2081897.15090174	4574.2686896267	2019-07-09 14:06:00	0
1	"survey_plot"	2019	"245140342"	"M"	NA	"Y"	"LB,DG,O"	"M"	-2082353.20072654	4448.06639015059	2019-07-10 15:59:00	0
1	"survey_plot"	2019	"245140354"	"M"	NA	"Y"	"LB,Y,DG"	"M"	-2082574.61599019	4879.98971158066	2019-07-10 15:15:00	0
1	"survey_plot"	2019	"245140441"	"M"	NA	"Y"	"DG,LB,R"	"M"	-2079018.73425123	644.724731353836	2019-06-26 12:11:00	0
1	"survey_plot"	2019	"245140442"	"M"	NA	"Y"	"DG,LB,O"	"M"	-2078722.52415353	796.648406005962	2019-06-26 11:15:00	0
1	"survey_plot"	2019	"245140443"	"M"	NA	"Y"	"LB,R,O"	"M"	-2078806.20454988	776.725365744536	2019-06-26 10:44:00	0
1	"survey_plot"	2019	"245140447"	"M"	NA	"Y"	"LB,O,DG"	"M"	-2084412.79500614	2503.59083907835	2019-06-25 14:49:00	0
1	"survey_plot"	2019	"245140448"	"M"	NA	"Y"	"LB,O,Y"	"M"	-2078983.42160736	870.044317699342	2019-06-24 19:26:00	0
1	"survey_plot"	2019	"245140449"	"M"	NA	"Y"	"LB,O,LB"	"M"	-2078944.88389245	880.187832948889	2019-06-24 19:03:00	0
1	"survey_plot"	2019	"245140451"	"M"	NA	"Y"	"LB,O,R"	"M"	-2079014.24864663	869.331505659586	2019-06-24 18:45:00	0
1	"survey_plot"	2019	"245140453"	"M"	NA	"Y"	"R,DG,LB"	"M"	-2078906.48610494	458.917042176341	2019-06-23 17:13:00	0
1	"survey_plot"	2019	"245140454"	"M"	NA	"Y"	"R,DG,Y"	"M"	-2078732.51554456	539.059048864734	2019-06-24 11:14:00	0
1	"survey_plot"	2019	"245140456"	"M"	NA	"Y"	"R,DG,R"	"M"	-2079189.45262795	349.387623459487	2019-06-23 16:02:00	0
1	"survey_plot"	2019	"245140461"	"M"	NA	"Y"	"R,O,LB"	"M"	-2082977.98640792	4687.88977406096	2019-06-23 18:05:00	0
1	"survey_plot"	2019	"245140465"	"M"	NA	"Y"	"R,O,DG"	"M"	-2081994.45868986	4375.35120313941	2019-06-24 13:15:00	0
1	"survey_plot"	2019	"245140466"	"M"	NA	"Y"	"R,LB,O"	"M"	-2081907.51069071	4363.90422699202	2019-06-24 13:50:00	0
1	"survey_plot"	2019	"245140468"	"M"	NA	"Y"	"R,LB,R"	"M"	-2082713.12571894	4480.82354183782	2019-06-25 12:48:00	0
1	"survey_plot"	2019	"245140471"	"M"	NA	"Y"	"R,LB,Y"	"M"	-2083087.27645207	5030.61801504605	2019-06-25 15:30:00	0
1	"survey_plot"	2019	"245140472"	"M"	NA	"Y"	"R,LB,DG"	"M"	-2083101.82887343	5157.24893968435	2019-06-25 15:55:00	0
1	"survey_plot"	2019	"245140474"	"M"	NA	"Y"	"Y,DG,LB"	"M"	-2082886.9020388	4705.71607816178	2019-06-25 17:10:00	0
1	"survey_plot"	2019	"245140475"	"M"	NA	"Y"	"Y,DG,Y"	"M"	-2083022.78866309	4590.920654992	2019-06-26 11:25:00	0
1	"survey_plot"	2019	"245140476"	"M"	NA	"Y"	"DG,O,R"	"M"	-2082585.64452812	4871.65547377646	2019-06-26 13:00:00	0
1	"survey_plot"	2019	"245140479"	"M"	NA	"Y"	"DG,O,LB"	"M"	-2082036.48204467	4284.5931436896	2019-06-26 15:00:00	0
1	"survey_plot"	2019	"245140480"	"M"	NA	"Y"	"DG,O,Y"	"M"	-2082026.68165749	4231.88233517852	2019-06-26 15:30:00	0
1	"survey_plot"	2019	"245140481"	"M"	NA	"Y"	"DG,O,DG"	"M"	-2082058.31427332	4374.03183954061	2019-06-26 16:00:00	0
1	"survey_plot"	2019	"245140482"	"M"	NA	"Y"	"DG,R,O"	"M"	-2082225.04904748	4652.39730007197	2019-06-26 16:55:00	0
1	"survey_plot"	2019	"245140483"	"M"	NA	"Y"	"DG,R,LB"	"M"	-2082091.83893502	4652.46305887389	2019-06-26 17:30:00	0
1	"survey_plot"	2019	"245140485"	"M"	NA	"Y"	"DG,R,Y"	"M"	-2081820.46860612	4397.14977721383	2019-07-01 17:50:00	0
1	"survey_plot"	2019	"245140488"	"M"	NA	"Y"	"DG,R,DG"	"M"	-2082216.09958172	4715.61188033674	2019-07-01 20:00:00	0
1	"survey_plot"	2019	"245156003"	"Y,M"	NA	"Y"	"DG,Y"	"M"	-2079753.15081455	260.913907681739	2019-07-02 10:35:00	0
1	"survey_plot"	2019	"245156006"	"DG,M"	NA	"Y"	"O,R"	"M"	-2079213.67423449	345.399889861652	2019-07-10 10:30:00	0
1	"survey_plot"	2019	"245156007"	"DG,M"	NA	"Y"	"R,LB"	"M"	-2078890.87231698	1021.6706080773	2019-07-10 13:30:00	0
1	"survey_plot"	2019	"245156008"	"DG,M"	NA	"Y"	"R,Y"	"M"	-2078751.24014491	506.048143801805	2019-07-11 11:40:00	0
1	"survey_plot"	2019	"245156040"	"O,M"	NA	"Y"	"R,O"	"M"	-2080355.85075873	2684.25761881387	2019-07-02 14:40:00	0
0	"own_off_site"	2018	"270170001"	"M"	"W"	"R"	"R,W"	"M"	-2077828.27582765	-1878.62303040004	2018-06-02 10:42:00	0
0	"own_off_site"	2018	"270170002"	"M"	"W"	"G"	"O,O"	"M"	-2079729.05764227	-528.909624754242	2018-06-02 12:31:00	0
0	"own_off_site"	2018	"270170003"	"M"	"W"	"W"	"DB,G"	"M"	-2079719.81502045	-541.09225856546	2018-06-03 16:02:00	0
0	"own_off_site"	2018	"270170004"	"M"	"W"	"R"	"DB,DB"	"F"	-2079719.81502045	-541.09225856546	2018-06-03 16:02:00	0
0	"own_off_site"	2018	"270170005"	"M"	"W"	"O"	"G,O"	"F"	-2079723.16698957	-570.447913189765	2018-06-03 16:18:00	0
0	"own_off_site"	2018	"270170006"	"M"	"W"	"G"	"R,DB"	"F"	-2079697.96344623	-588.164427702815	2018-06-03 16:44:00	0
0	"own_off_site"	2018	"270170006"	"M"	"W"	"G"	"R,DB"	"F"	-2079694.59741034	-609.763868288943	2018-06-16 17:10:00	0
0	"own_off_site"	2018	"270170007"	"M"	"W"	"R,O"	"G"	"M"	-2079697.96344623	-588.164427702815	2018-06-03 16:44:00	0
0	"own_off_site"	2018	"270170008"	"M"	"W"	"G"	"O,R"	"F"	-2079687.0471506	-577.084256322251	2018-06-03 16:57:00	0
0	"own_off_site"	2018	"270170009"	"M"	"W"	"Y"	"Y,G"	"F"	-2079698.80726979	-574.318232908605	2018-06-03 17:15:00	0
0	"own_off_site"	2018	"270170009"	"M"	NA	NA	"COBA"	"F"	-2079631.58738984	-654.052549323925	2018-06-07 19:11:00	0
0	"own_off_site"	2018	"270170010"	"M"	"W"	"O"	"G,G"	"F"	-2079721.48677861	-571.55517907577	2018-06-03 17:27:00	0
0	"own_off_site"	2018	"270170011"	"M"	"W"	"W"	"W,O"	"M"	-2079746.68384721	-577.10080467685	2018-06-03 17:36:00	0
0	"own_off_site"	2018	"270170012"	"M"	"W"	"W"	"R,O"	"F"	-2079675.28375041	-591.481120047827	2018-06-04 14:26:00	0
0	"own_off_site"	2018	"270170013"	"M"	"W"	"O"	"Y,Y"	"F"	-2079732.40402678	-579.312307363214	2018-06-04 15:05:00	0
0	"own_off_site"	2018	"270170014"	"M"	"W"	"G"	"W,W"	"M"	-2079752.57218484	-544.97788273275	2018-06-04 15:45:00	0
0	"own_off_site"	2018	"270170015"	"M"	"W"	"O"	"O,Y"	"F"	-2079752.57218484	-544.97788273275	2018-06-04 15:45:00	0
0	"own_off_site"	2018	"270170016"	"M"	"W"	"Y"	"Y,DB"	"F"	-2078864.15168464	-1651.46180521712	2018-06-05 15:07:00	0
0	"own_off_site"	2018	"270170017"	"M"	"W"	"O"	"Y,R"	"F"	-2078918.67701785	-1740.08910469649	2018-06-05 16:53:00	0
0	"own_off_site"	2018	"270170018"	"M"	"W"	"Y"	"DB,Y"	"M"	-2078918.67701785	-1740.08910469649	2018-06-05 16:53:00	0
0	"own_off_site"	2018	"270170029"	"M"	NA	NA	"COBA"	NA	-2079631.58738984	-654.052549323925	2018-06-07 19:05:00	1
0	"own_off_site"	2018	"270170031"	"M"	NA	NA	"COBA"	NA	-2079631.58738984	-654.052549323925	2018-06-07 19:05:00	1
0	"own_off_site"	2018	"270170033"	"M"	"W"	"W"	"R,W"	"M"	-2079733.28329572	-414.814199495024	2018-06-10 14:41:00	0
0	"own_off_site"	2018	"270170034"	"M"	"W"	"R"	"R,R"	"F"	-2079892.00526826	-541.13705825887	2018-06-10 14:45:00	0
0	"own_off_site"	2018	"270170035"	"M"	"W"	"R"	"G,W"	"M"	-2079705.55673727	-453.578807394536	2018-06-10 14:54:00	0
0	"own_off_site"	2018	"270170036"	"M"	"W"	"R"	"G,R"	"F"	-2079712.28522991	-410.932984976881	2018-06-10 15:07:00	0
0	"own_off_site"	2018	"270170037"	"M"	"W"	"O"	"W,G"	"M"	-2079890.33320445	-510.1177564079	2018-06-10 15:09:00	0
0	"own_off_site"	2018	"270170038"	"M"	"W"	"R"	"Y,R"	"F"	-2079722.36200271	-424.227702209972	2018-06-10 15:27:00	0
0	"own_off_site"	2018	"270170039"	"M"	"W"	"O"	"DB,W"	"F"	-2079747.56337938	-410.386085331328	2018-06-10 15:34:00	0
0	"own_off_site"	2018	"270170040"	"M"	"W"	"W"	"W,Y"	"F"	-2079681.19287471	-476.835304195551	2018-06-10 15:43:00	0
0	"own_off_site"	2018	"270170041"	"M"	"W"	"G"	"O,Y"	"M"	-2079851.68873714	-536.695384513165	2018-06-10 15:57:00	0
0	"own_off_site"	2018	"270170042"	"M"	"W"	"W"	"DB,DB"	"F"	-2079651.78673304	-509.505405252841	2018-06-10 16:07:00	0
0	"own_off_site"	2018	"270170043"	"M"	"W"	"O"	"G,DB"	"M"	-2079826.50614009	-470.775817396365	2018-06-10 16:16:00	0
0	"own_off_site"	2018	"270170044"	"M"	"W"	"G"	"G,O"	"F"	-2079829.00375019	-560.506887032949	2018-06-10 16:27:00	0
0	"own_off_site"	2018	"270170045"	"M"	"W"	"R"	"R,G"	"F"	-2079718.15664258	-450.81224303648	2018-06-10 16:28:00	0
0	"own_off_site"	2018	"270170046"	"M"	"W"	"R"	"W,Y"	"F"	-2079613.15720909	-474.050532215969	2018-06-10 16:31:00	0
0	"own_off_site"	2018	"270170047"	"M"	"W"	"Y"	"W,O"	"F"	-2079873.54518822	-463.031810837473	2018-06-10 17:04:00	0
0	"study_site"	2018	"270170048"	"M"	"W"	"Y"	"R,DB"	"F"	-2076077.65047544	-656.252179644733	2018-06-10 17:42:00	0
0	"study_site"	2018	"270170049"	"M"	"W"	"W"	"O,W"	"M"	-2076076.80355111	-677.814729312892	2018-06-10 17:45:00	0
0	"study_site"	2018	"270170049"	"M"	"W"	"W"	"O,W"	"M"	-2076075.12873145	-661.780305576175	2018-06-12 17:39:00	0
0	"study_site"	2018	"270170050"	"W"	"M"	"G"	"O,O"	"F"	-2076071.7763582	-637.452014844732	2018-06-11 10:30:00	0
0	"study_site"	2018	"270170051"	"M"	"W"	"W,R"	"R"	"F"	-2076080.12824417	-778.442459060366	2018-06-11 10:52:00	0
0	"study_site"	2018	"270170051"	"M"	"W"	"W,R"	"R"	"F"	-2076212.00753361	-778.491908229968	2018-06-12 10:58:00	0
0	"study_site"	2018	"270170052"	"M"	"W"	"G,Y"	"W"	"F"	-2076077.61011522	-773.465477972817	2018-06-11 10:56:00	0
0	"study_site"	2018	"270170052"	"M"	"W"	"G,Y"	"W"	"F"	-2076080.14996645	-718.177058331226	2018-06-13 09:59:00	0
0	"study_site"	2018	"270170053"	"M"	"W"	"O,Y"	"Y"	"F"	-2076051.55262197	-819.34531236562	2018-06-11 11:16:00	0
0	"study_site"	2018	"270170054"	"M"	"W"	"R,W"	"R"	"F"	-2076076.81169892	-652.381665231507	2018-06-11 11:36:00	0
0	"study_site"	2018	"270170054"	"M"	"W"	"R,W"	"R"	"F"	-2076185.13222364	-766.317555427276	2018-06-13 16:27:00	0
0	"study_site"	2018	"270170055"	"M"	"W"	"W,R"	"O"	"M"	-2076258.99852425	-899.050733051941	2018-06-11 16:42:00	0
0	"study_site"	2018	"270170055"	"M"	"W"	"W,R"	"O"	"M"	-2076217.89120425	-768.541368113034	2018-06-16 10:50:00	0
0	"study_site"	2018	"270170056"	"M"	"W"	"W,O"	"Y"	"F"	-2076112.05057169	-771.819602663204	2018-06-12 10:48:00	0
0	"study_site"	2018	"270170057"	"M"	"W"	"DB,DB"	"W"	"M"	-2076145.6499874	-772.937915865925	2018-06-12 10:53:00	0
0	"study_site"	2018	"270170058"	"M"	"W"	"R,W"	"W"	"F"	-2076221.26631275	-726.519843157851	2018-06-12 16:36:00	0
0	"study_site"	2018	"270170059"	"M"	"W"	"G,G"	"R"	"M"	-2076080.14996645	-718.177058331226	2018-06-13 09:59:00	0
0	"study_site"	2018	"270170060"	"M"	"W"	"W,O"	"R"	"M"	-2076149.00182926	-794.502731843121	2018-06-13 10:20:00	0
0	"study_site"	2018	"270170061"	"M"	"W"	"G,O"	"R"	"M"	-2076166.63162386	-820.496563453716	2018-06-13 10:48:00	0
0	"study_site"	2018	"270170062"	"M"	"W"	"R,DB"	"DB"	"M"	-2076083.49173211	-769.044512803447	2018-06-13 10:58:00	0
0	"study_site"	2018	"270170063"	"M"	"W"	"W,G"	"G"	"M"	-2076198.55920641	-800.603873746128	2018-06-13 11:45:00	0
0	"study_site"	2019	"270170063"	"M"	"W"	"W,G"	"G"	"M"	-2076972.34038355	-203.906283350772	2019-06-13 18:15:00	0
0	"study_site"	2018	"270170064"	"M"	"W"	"R,R"	"DB"	"M"	-2076071.75604834	-700.481629295836	2018-06-13 14:37:00	0
0	"study_site"	2018	"270170065"	"M"	"W"	"O,W"	"G"	"F"	-2076078.44721325	-781.206294804815	2018-06-14 09:58:00	0
0	"study_site"	2018	"270170066"	"M"	"W"	"O,W"	"O"	"M"	-2076078.44721325	-781.206294804815	2018-06-14 09:58:00	0
0	"study_site"	2018	"270170067"	"W"	"M"	"R,G"	"W"	"M"	-2076078.44721325	-781.206294804815	2018-06-14 09:58:00	0
0	"study_site"	2018	"270170068"	"M"	"W"	"O,DB"	"O"	"F"	-2076049.88920084	-776.219578270987	2018-06-14 10:33:00	0
0	"study_site"	2018	"270170069"	"M"	"W"	"R,Y"	"G"	"M"	-2076100.31404597	-706.020255181225	2018-06-14 11:17:00	0
0	"study_site"	2018	"270170070"	"M"	"W"	"G,G"	"DB"	"M"	-2076138.93593084	-756.901046029572	2018-06-14 11:43:00	0
0	"study_site"	2018	"270170071"	"M"	"W"	"G,Y"	"Y"	"F"	-2076248.97038414	-770.211688378596	2018-06-14 14:49:00	0
0	"study_site"	2018	"270170072"	"M"	"W"	"W,R"	"DB"	"M"	-2076117.09218645	-767.398248929712	2018-06-14 15:04:00	0
0	"study_site"	2018	"270170073"	"M"	"W"	"R,W"	"Y"	"M"	-2076246.45264871	-764.12843691869	2018-06-14 15:36:00	0
0	"study_site"	2018	"270170074"	"M"	"W"	"O,O"	"W"	"F"	-2076101.11392679	-815.494577693752	2018-06-15 17:01:00	0
0	"study_site"	2018	"270170075"	"M"	"W"	"O,G"	"DB"	"M"	-2076123.85509276	-640.785437149107	2018-06-16 12:00:00	0
0	"study_site"	2018	"270170076"	"M"	"W"	"DB,G"	"R"	"F"	-2076202.77109455	-769.088697509667	2018-06-17 18:00:00	0
0	"study_site"	2018	"270170077"	"M"	"W"	"DB,O"	"Y"	"F"	-2076119.58478251	838.234386581832	2018-06-19 11:33:00	0
0	"study_site"	2018	"270170078"	"M"	"W"	"G,R"	"G"	"M"	-2076115.38524968	837.12688489596	2018-06-19 11:46:00	0
0	"study_site"	2018	"270170079"	"M"	"W"	"G,G"	"Y"	"M"	-2076122.9467687	833.259598313942	2018-06-19 12:10:00	0
0	"study_site"	2018	"270170080"	"M"	"W"	"Y,W"	"O"	"F"	-2076122.9467687	833.259598313942	2018-06-19 12:10:00	0
0	"study_site"	2018	"270170081"	"M"	"W"	"W,W"	"G"	"F"	-2076117.06546419	836.574658879646	2018-06-19 12:50:00	0
0	"study_site"	2018	"270170082"	"M"	"W"	"DB,O"	"W"	"M"	-2076117.06546419	836.574658879646	2018-06-19 12:50:00	0
0	"study_site"	2018	"270170083"	"M"	"W"	"O,DB"	"R"	"F"	-2076133.79906811	987.525280823777	2018-06-19 14:39:00	0
0	"study_site"	2018	"270170084"	"M"	"W"	"DB,W"	"W"	"F"	-2076123.73208601	959.875226615998	2018-06-19 15:12:00	0
0	"study_site"	2018	"270170085"	"M"	"W"	"Y,Y"	"W"	"M"	-2076133.79906811	987.525280823777	2018-06-19 14:39:00	0
0	"study_site"	2018	"270170086"	"M"	"W"	"R,Y"	"DB"	"M"	-2076086.76530985	974.786313065118	2018-06-19 16:30:00	0
0	"study_site"	2018	"270170087"	"M"	"W"	"W,DB"	"Y"	"F"	-2076028.09854096	630.867525813115	2018-06-20 10:32:00	0
0	"study_site"	2018	"270170088"	"M"	"W"	"Y,W"	"G"	"M"	-2076023.82340937	842.618752296038	2018-06-20 11:30:00	0
0	"study_site"	2018	"270170089"	"M"	"W"	"W,O"	"W"	"M"	-2076129.61282193	958.219224881093	2018-06-20 12:32:00	0
0	"study_site"	2019	"270170089"	"M"	"W"	"W,O"	"W"	"M"	-2076127.59983755	862.218116204484	2019-06-07 18:22:00	0
0	"study_site"	2018	"270170090"	"M"	"W"	"Y,Y"	"O"	"F"	-2076128.77078007	962.64208947885	2018-06-20 14:07:00	0
0	"study_site"	2018	"270170091"	"M"	"W"	"G,DB"	"G"	"M"	-2076130.45205133	959.878333525349	2018-06-20 14:29:00	0
0	"study_site"	2019	"270170091"	"M"	"W"	"G,DB"	"G"	"M"	-2076043.43054421	220.808737065071	2019-06-20 10:30:00	0
0	"study_site"	2018	"270170092"	"M"	"W"	"DB,DB"	"R"	"M"	-2075977.48001039	1142.80638251885	2018-06-20 15:14:00	0
0	"study_site"	2018	"270170093"	"M"	"W"	"G,W"	"O"	"F"	-2076006.91221257	1082.55929229534	2018-06-20 16:08:00	0
0	"study_site"	2018	"270170094"	"M"	"W"	"O,G"	"W"	"M"	-2076065.11939634	380.419778778653	2018-06-21 10:19:00	0
0	"study_site"	2018	"270170095"	"M"	"W"	"O,DB"	"DB"	"F"	-2076065.11939634	380.419778778653	2018-06-21 10:19:00	0
0	"study_site"	2018	"270170096"	"M"	"W"	"DB,G"	"O"	"F"	-2076176.81923506	475.542375924652	2018-06-21 11:14:00	0
0	"study_site"	2018	"270170097"	"M"	"W"	"G,Y"	"G"	"M"	-2076176.81923506	475.542375924652	2018-06-21 11:10:00	0
0	"study_site"	2018	"270170098"	"M"	"W"	"Y,G"	"W"	"F"	-2076275.82914159	825.026771395053	2018-06-21 12:24:00	0
0	"study_site"	2018	"270170099"	"M"	"W"	"R,R"	"G"	"M"	-2075550.1898765	430.625897622807	2018-06-23 11:27:00	0
0	"study_site"	2018	"270170100"	"M"	"W"	"Y,W"	"R"	"F"	-2075545.98905737	434.494285547199	2018-06-23 11:54:00	0
0	"own_off_site"	2017	"270170101"	NA	NA	"Y,M"	"DB,Y"	"F"	-2077811.54779152	-1797.81805861669	2017-05-30 14:28:00	0
0	"own_off_site"	2017	"270170102"	"M"	"Y"	"DB,DB"	"DB"	"F"	-2078978.29568282	-1762.28563863009	2017-05-31 09:34:00	0
0	"own_off_site"	2017	"270170103"	"M"	"Y"	"DB,W"	"R"	"F"	-2078978.26438622	-1798.82755544303	2017-05-31 10:10:00	0
0	"own_off_site"	2017	"270170104"	"M"	"Y"	"DB,DB"	"G"	"F"	-2079826.49216255	-528.93440397025	2017-05-31 14:02:00	0
0	"own_off_site"	2017	"270170105"	"M"	"Y"	"DB,DB"	"R"	"F"	-2079826.50100707	-492.931469470474	2017-05-31 14:37:00	0
0	"own_off_site"	2017	"270170106"	"M"	"Y"	"DB,DB"	"W"	"F"	-2079925.6152967	-492.954960157031	2017-05-31 15:07:00	0
0	"own_off_site"	2017	"270170107"	"M"	"Y"	"DB,G"	"G"	"F"	-2079144.35369155	-818.904804173606	2017-06-01 10:08:00	0
0	"own_off_site"	2017	"270170108"	"M"	"Y"	"DB,G"	"DB"	"F"	-2079320.77241833	-746.432162379457	2017-06-01 10:50:00	0
0	"own_off_site"	2017	"270170109"	"M"	"Y"	"DB,DB"	"Y"	"F"	-2079320.77241833	-746.432162379457	2017-06-01 11:16:00	0
0	"own_off_site"	2017	"270170110"	"M"	"Y"	"DB,G"	"R"	"F"	-2079573.63549717	-637.973426857952	2017-06-01 12:07:00	0
0	"own_off_site"	2017	"270170111"	"M"	"Y"	"DB,G"	"W"	"F"	-2079760.95614362	-601.475216199553	2017-06-01 15:09:00	0
0	"own_off_site"	2017	"270170112"	"M"	"Y"	"DB,G"	"Y"	"F"	-2079838.26033678	-492.934256502791	2017-06-01 15:32:00	0
0	"own_off_site"	2017	"270170113"	"M"	"Y"	"DB,R"	"DB"	"F"	-2079881.92898535	-528.948502474591	2017-06-01 15:55:00	0
0	"own_off_site"	2017	"270170114"	"M"	"Y"	"DB,R"	"G"	"F"	-2079838.24187386	-565.49442689207	2017-06-01 16:22:00	0
0	"study_site"	2017	"270170115"	"M"	"Y"	"DB,R"	"R"	"F"	-2076028.06063108	-745.25014851606	2017-06-01 19:16:00	0
0	"own_off_site"	2017	"270170116"	"M"	"Y"	"DB,R"	"W"	"F"	-2082809.65264683	1215.34848696861	2017-06-03 10:57:00	0
0	"own_off_site"	2017	"270170117"	"M"	"Y"	"DB,R"	"Y"	"F"	-2082821.3901319	1251.41012634355	2017-06-03 11:28:00	0
0	"own_off_site"	2017	"270170118"	"M"	"Y"	"DB,W"	"DB"	"F"	-2082733.35316522	960.712457155428	2017-06-03 16:20:00	0
0	"own_off_site"	2017	"270170119"	"M"	"Y"	"DB,W"	"G"	"F"	-2082908.71910184	1288.0736109369	2017-06-03 17:10:00	0
